example_id                                                          | status | run_time        |
./spec/services/utils/format_helper_spec.rb[1:2:4]                  | passed | 0.00028 seconds |
./spec/services/utils/format_helper_spec.rb[1:2:5]                  | passed | 0.00024 seconds |
./spec/services/utils/format_helper_spec.rb[1:3:1]                  | passed | 0.00022 seconds |
./spec/services/utils/format_helper_spec.rb[1:3:2]                  | passed | 0.00026 seconds |
./spec/services/utils/format_helper_spec.rb[1:3:3]                  | passed | 0.00025 seconds |
./spec/services/utils/format_helper_spec.rb[1:4:1]                  | passed | 0.00023 seconds |
./spec/services/utils/format_helper_spec.rb[1:4:2]                  | passed | 0.00024 seconds |
./spec/services/utils/format_helper_spec.rb[1:4:3]                  | passed | 0.00041 seconds |
./spec/services/utils/format_helper_spec.rb[1:5:1]                  | passed | 0.00026 seconds |
./spec/services/utils/format_helper_spec.rb[1:5:2]                  | passed | 0.00024 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:1:1]                | passed | 0.00023 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:1:2]                | passed | 0.00027 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:2:1]                | passed | 0.00026 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:2:2]                | passed | 0.00026 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:3:1]                | passed | 0.00022 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:3:2]                | passed | 0.00022 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:4:1]                | passed | 0.00027 seconds |
./spec/services/utils/format_helper_spec.rb[1:6:4:2]                | passed | 0.00023 seconds |
